ID,Tipo,SKU padre,sku ,Nombre,Publicado (0/1),¿Está destacado? (0/1),Visibilidad en el catálogo,Descripción corta (Instrucciones de cuidado),Descripción,Estado del impuesto,Clase de impuesto,¿En inventario? (0/1),Inventario (cantidad),Inventario (cantidad),Inventario (cantidad),Peso (kg),Medidas (cm), (cm), (cm),Precio rebajado,Precio normal,Categorías (Colecciones),Etiquetas,Clase de envío,Imágenes https://drive.google.com/drive/folders/14B2NVN6TtdWEzAId9Mxd6McPUAhUqZ-o,Swatches Attributes,Nombre del atributo 1,Valor(es) del atributo talla,Nombre del atributo 2,Valor(es) del atributo color,Atributo visible talla,Atributo global talla,Atributo por defecto talla
621652,variable,,,FALDA DE NESGAS EN DENIM - XXL,1,1,visible,,,taxable,parent,1,1,-,-,0.50,Talla XXL: Cintura 94 / Largo 70,,,-,405000,Tékapo,,,falda de nesgas en denim.tif                                                      falda de nesgas en denim2.tif,,Talla,XXL,Color,Denim,,1,XXL Denim
610268,variable,,,BLUSA CRUZADA,1,1,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak."," Blusa delantera con cuello en V y corte recto. Mangas largas de globo con puños abotonados, 3 botones y cierre mediante cremallera semi-invisible en costado",taxable,parent,1,(mostaza),(terracota),(rosa),0.25,,,,-,370000,Tékapo,,Envío Growbeats,blusa cruzada.tif,,Talla,"S, M, L, XL, XXL",Color,Mostaza - Terracota - Rosa,1,1,
610268,variable,,,BLUSA CRUZADA - S,1,1,visible,,,taxable,parent,1,2,0,1,0.25,Talla S: Busto 90 / Cintura 84 ,,,-,370000,Tékapo,,,blusa cruzada.tif,,Talla,S,Color,Mostaza - Terracota - Rosa,,1,S Mostaza                                    S Terracota                            S Rosa
610268,variable,,,BLUSA CRUZADA - M,1,1,visible,,,taxable,parent,1,3,1,2,0.25,Talla M: Busto 94 / Cintura 88,,,-,370000,Tékapo,,,blusa cruzada.tif,,Talla,M,Color,Mostaza - Terracota - Rosa,,1,M Mostaza                                  M Terracota                            M Rosa
610268,variable,,,BLUSA CRUZADA - L,1,1,visible,,,taxable,parent,1,1,2,2,0.25,Talla L: Busto 98 / Cintura 92,,,-,370000,Tékapo,,,blusa cruzada.tif,,Talla,L,Color,Mostaza - Terracota - Rosa,,1,L Mostaza                                    L Terracota                            L Rosa
610268,variable,,,BLUSA CRUZADA - XL,1,1,visible,,,taxable,parent,1,1,1,1,0.25,Talla XL: Busto 104 / Cintura 98   ,,,-,370000,Tékapo,,,blusa cruzada.tif,,Talla,XL,Color,Mostaza - Terracota - Rosa,,1,XLMostaza                                   XLTerracota                            XLRosa
610268,variable,,,BLUSA CRUZADA - XXL,1,1,visible,,,taxable,parent,1,1,1,1,0.25,Talla XXL: Busto 110 / Cintura 104,,,-,370000,Tékapo,,,blusa cruzada.tif,,Talla,XXL,Color,Mostaza - Terracota - Rosa,,1,XXL Mostaza                                  XXL Terracota                         XXL Rosa
620165,variable,,,FALDA DE NESGAS,1,1,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.",Falda acampanada de talle alto. Detalle de nesgas. Cierre mediante cremallera semi-invisible en costado. Incluye cinturón.,taxable,parent,1,(naranja oscuro),-,-,0.45,,,,-,405000,Tékapo,,Envío Growbeats,falda de nesgas.tif                                                                                                 falda de nesgas2.tif,,Talla,"S, M, L, XL, XXL",Color,Naranja Oscuro,1,1,
620165,variable,,,FALDA DE NESGAS - S,1,1,visible,,,taxable,parent,1,1,-,-,0.45,Talla S: Cintura 80 / Largo 67,,,-,405000,Tékapo,,,falda de nesgas.tif                                                                                                 falda de nesgas2.tif,,Talla,S,Color,Naranja Oscuro,,1,S Naranja Oscuro                  
620165,variable,,,FALDA DE NESGAS - M,1,1,visible,,,taxable,parent,1,0,-,-,0.45,Talla M: Cintura 84 / Largo 67,,,-,405000,Tékapo,,,falda de nesgas.tif                                                                                                 falda de nesgas2.tif,,Talla,M,Color,Naranja Oscuro,,1,M Naranja Oscuro                  
620165,variable,,,FALDA DE NESGAS - L,1,1,visible,,,taxable,parent,1,1,-,-,0.45,Talla L: Cintura 88 / Largo 70,,,-,405000,Tékapo,,,falda de nesgas.tif                                                                                                 falda de nesgas2.tif,,Talla,L,Color,Naranja Oscuro,,1,L Naranja Oscuro                  
620165,variable,,,FALDA DE NESGAS - XL,1,1,visible,,,taxable,parent,1,1,-,-,0.45,Talla XL: Cintura 92  / Largo 70      ,,,-,405000,Tékapo,,,falda de nesgas.tif                                                                                                 falda de nesgas2.tif,,Talla,XL,Color,Naranja Oscuro,,1,XLNaranja Oscuro                  
620165,variable,,,FALDA DE NESGAS - XXL,1,1,visible,,,taxable,parent,1,1,-,-,0.45,Talla XXL: Cintura 96 / Largo 70 ,,,-,405000,Tékapo,,,falda de nesgas.tif                                                                                                 falda de nesgas2.tif,,Talla,XXL,Color,Naranja Oscuro,,1,XXL Naranja Oscuro
640260,variable,,,VESTIDO MIDI EN JACQUARD,1,1,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.",Vestido Midi sin mangas con detalle de transparencia y cuello redondo. Ruedo asimétrico con volante. Cierre mediante cremallera semi-invisible en costado. Forro interior.,taxable,parent,1,(azul),-,-,0.45,,,,-,889000,Tékapo,,Envío Growbeats,vestido midi en jacquard.tif,,Talla,"S, M, L",Color,Azul,1,1,
640260,variable,,,VESTIDO MIDI EN JACQUARD - S,1,1,visible,,,taxable,parent,1,2,-,-,0.45,Talla S: 86cm / 66cm,,,-,889000,Tékapo,,,vestido midi en jacquard.tif,,Talla,S,Color,Azul,,1,S Azul
640260,variable,,,VESTIDO MIDI EN JACQUARD - M,1,1,visible,,,taxable,parent,1,3,-,-,0.45,Talla M: 90cm / 70cm,,,-,889000,Tékapo,,,vestido midi en jacquard.tif,,Talla,M,Color,Azul,,1,M Azul
640260,variable,,,VESTIDO MIDI EN JACQUARD - L,1,1,visible,,,taxable,parent,1,2,-,-,0.45,Talla L: 94cm / 74cm,,,-,889000,Tékapo,,,vestido midi en jacquard.tif,,Talla,L,Color,Azul,,1,L Azul
610248,variable,,,BLUSA MANGA GLOBO,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.","Blusa de corte recto, cuello Kent puntiagudo, cierre con botones en la parte delantera. Manga larga de globo con puños abotonados. Todos los botones en cristal Swarovski.",taxable,parent,1,(beige),(gris claro),-,0.30,,,,-,479000,White Sands,,Envío Growbeats,blusa manga globo.jpg                                                                 blusa manga globo2.jpg,,Talla,"S, L, XL, XXL",Color,Beige - Gris Claro,1,1,
610248,variable,,,BLUSA MANGA GLOBO - S,1,0,visible,,,taxable,parent,1,0,1,-,0.30,Talla S: Busto 90 / Cintura 84 ,,,-,479000,White Sands,,,blusa manga globo.jpg                                                                 blusa manga globo2.jpg,,Talla,S,Color,Beige - Gris Claro,,1,S Beige                                               S Gris Claro
610248,variable,,,BLUSA MANGA GLOBO - L,1,0,visible,,,taxable,parent,1,1,0,-,0.30,Talla L: Busto 98 / Cintura 92 ,,,-,479000,White Sands,,,blusa manga globo.jpg                                                                 blusa manga globo2.jpg,,Talla,L,Color,Beige - Gris Claro,,1,L Beige                                               L Gris Claro
610248,variable,,,BLUSA MANGA GLOBO - XL,1,0,visible,,,taxable,parent,1,0,1,-,0.30,Talla XL: Busto 104 / Cintura 98,,,-,479000,White Sands,,,blusa manga globo.jpg                                                                 blusa manga globo2.jpg,,Talla,XL,Color,Beige - Gris Claro,,1,XLBeige                                        XLGris Claro
610248,variable,,,BLUSA MANGA GLOBO - XXL,1,0,visible,,,taxable,parent,1,1,0,-,0.30,Talla XXL: Busto 110 / Cintura 104   ,,,-,479000,White Sands,,,blusa manga globo.jpg                                                                 blusa manga globo2.jpg,,Talla,XXL,Color,Beige - Gris Claro,,1,XXL Beige                                          XXL Gris Claro
610185,variable,,,BLUSA ANUDADA,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.","Blusa con corte recto, cuello en V, manga larga con puños abotonados y bajo asimétrico para anudar ó cruzar hacia espalda. Cierre mediante botonadura frontal. Botones en cristal Swarovski.",taxable,parent,1,(color turquesa),,,0.20,,,,-,355000,White Sands,,Envío Growbeats,blusa anudada turquesa.jpg                                                         blusa anudada turquesa2.jpg                                       blusa anudada turquesa3.jpg,,Talla,"M , L",Color,Turquesa,1,1,
610185,variable,,,BLUSA ANUDADA - L,1,0,visible,,,taxable,parent,1,4,-,-,0.20,Talla L:  Busto 100 / Cintura 92 ,,,-,355000,White Sands,,,blusa anudada turquesa.jpg                                                         blusa anudada turquesa2.jpg                                       blusa anudada turquesa3.jpg,,Talla,L,Color,Turquesa,,1,L Turquesa
610185,variable,,,BLUSA ANUDADA - M,1,0,visible,,,taxable,parent,1,1,-,-,0.20,Talla M:  Busto 96 / Cintura 88 ,,,-,355000,White Sands,,,blusa anudada turquesa.jpg                                                         blusa anudada turquesa2.jpg                                       blusa anudada turquesa3.jpg,,Talla,M,Color,Turquesa,,1,M Turquesa
640232,variable,,,ENTERIZO ANUDADO,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.",Enterizo largo. Cuello en V con detalle anudado. Manga larga. Puños con doble volante. Cierre mediante cremallera semi-invisible en costado.,taxable,parent,1,(color blanco),(color rosa),,0.50,,,,-,659000,White Sands,,Envío Growbeats,enterizo anudado.jpg                                                             enterizo anudado2.jpg,,Talla,"S, M , L, XL",Color,Blanco - Rosa,1,1,
640232,variable,,,ENTERIZO ANUDADO - S,1,0,visible,,,taxable,parent,1,1,2,-,0.50,Talla S: Busto 90 / Cintura 70  ,,,-,659000,White Sands,,,enterizo anudado.jpg                                                             enterizo anudado2.jpg,,Talla,S,Color,Blanco - Rosa,,1,S Blanco                                                 S Rosa
640232,variable,,,ENTERIZO ANUDADO - M,1,0,visible,,,taxable,parent,1,0,1,-,0.50,Talla M: Busto 94 / Cintura 74,,,-,659000,White Sands,,,enterizo anudado.jpg                                                             enterizo anudado2.jpg,,Talla,M,Color,Blanco - Rosa,,1,M Blanco                                                M Rosa
640232,variable,,,ENTERIZO ANUDADO - L,1,0,visible,,,taxable,parent,1,1,2,-,0.50,Talla L: Busto 98 / Cintura 78   ,,,-,659000,White Sands,,,enterizo anudado.jpg                                                             enterizo anudado2.jpg,,Talla,L,Color,Blanco - Rosa,,1,L Blanco                                                L Rosa
640232,variable,,,ENTERIZO ANUDADO - XL,1,0,visible,,,taxable,parent,1,1,0,-,0.50,Talla XL: Busto 104 / Cintura 84 ,,,-,659000,White Sands,,,enterizo anudado.jpg                                                             enterizo anudado2.jpg,,Talla,XL,Color,Blanco - Rosa,,1,XLBlanco                                                XLRosa
610268,variable,,,BLUSA CRUZADA,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak."," Blusa delantera con cuello en V y corte recto. Mangas largas de globo con puños abotonados, 3 botones y cierre mediante cremallera semi-invisible en costado",taxable,parent,1,(terracota),,,0.25,,,,-,370000,White Sands,,Envío Growbeats,blusa cruzada terracota.jpg                                                                  blusa cruzada terracota2.jpg,,Talla,"M, L, XL, XXL",Color,Terracota,1,1,
610268,variable,,,BLUSA CRUZADA - M,1,0,visible,,,taxable,parent,1,1,-,-,0.25,Talla M: Busto 94 / Cintura 88,,,-,370000,White Sands,,,blusa cruzada terracota.jpg                                                                  blusa cruzada terracota2.jpg,,Talla,M,Color, Terracota,,1,M Terracota
610268,variable,,,BLUSA CRUZADA - L,1,0,visible,,,taxable,parent,1,2,-,-,0.25,Talla L: Busto 98 / Cintura 92,,,-,370000,White Sands,,,blusa cruzada terracota.jpg                                                                  blusa cruzada terracota2.jpg,,Talla,L,Color,Terracota,,1,L Terracota
610268,variable,,,BLUSA CRUZADA - XL,1,0,visible,,,taxable,parent,1,1,-,-,0.25,Talla XL: Busto 104 / Cintura 98   ,,,-,370000,White Sands,,,blusa cruzada terracota.jpg                                                                  blusa cruzada terracota2.jpg,,Talla,XL,Color,Terracota,,1,XLTerracota
610268,variable,,,BLUSA CRUZADA - XXL,1,0,visible,,,taxable,parent,1,1,-,-,0.25,Talla XXL: Busto 110 / Cintura 104,,,-,370000,White Sands,,,blusa cruzada terracota.jpg                                                                  blusa cruzada terracota2.jpg,,Talla,XXL,Color,Terracota,,1,XXL Terracota
610182,variable,,,TOP DE UN HOMBRO,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.",Top de un hombro. Detalle de volante con elástico en cuello. Cierre mediante cremallera metálica en costado.,taxable,parent,1,(rosa envejecido),,,0.20,,,,-,278000,White Sands,,Envío Growbeats,top de un hombro.jpg                                                      top de un hombro2.jpg,,Talla,L,Color,Rosa Envejecido,1,1,
610182,variable,,,TOP DE UN HOMBRO - L,1,0,visible,,,taxable,parent,1,2,-,-,0.20,Talla L: Busto 94cm / Cintura 82cm ,,,-,278000,White Sands,,,top de un hombro.jpg                                                      top de un hombro2.jpg,,Talla,L,Color,Terracota,,1,L Rosa Envejecido
620233,variable,,,FALDA LARGA CON VOLANTES,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.","Falda larga con detalle de volantes. Cierre mediante cremallera semi-invisible en costado.
Forro interior.",taxable,parent,1,(salmón),(azul oscuro),,0.40,,,,-,549000,White Sands,,Envío Growbeats,falda larga con volantes.jpg                                                                               falda larga con volantes2.jpg,,Talla,"S, M, L, XL",Color,Salmón - Azul Oscuro,1,1,
620233,variable,,,FALDA LARGA CON VOLANTES - S,1,0,visible,,,taxable,parent,1,0,2,-,0.40,Talla S: Cintura 68cm     ,,,-,549000,White Sands,,,falda larga con volantes.jpg                                                                               falda larga con volantes2.jpg,,Talla,S,Color,Salmón - Azul Oscuro,,1,S Salmón                                            S Azul Oscuro
620233,variable,,,FALDA LARGA CON VOLANTES - M,1,0,visible,,,taxable,parent,1,0,1,-,0.40,Talla M: Cintura 72cm ,,,-,549000,White Sands,,,falda larga con volantes.jpg                                                                               falda larga con volantes2.jpg,,Talla,M,Color,Salmón - Azul Oscuro,,1,M Salmón                                           M Azul Oscuro
620233,variable,,,FALDA LARGA CON VOLANTES - L,1,0,visible,,,taxable,parent,1,2,0,-,0.40,Talla L: Cintura 76cm ,,,-,549000,White Sands,,,falda larga con volantes.jpg                                                                               falda larga con volantes2.jpg,,Talla,L,Color,Salmón - Azul Oscuro,,1,L Salmón                                          L Azul Oscuro
620233,variable,,,FALDA LARGA CON VOLANTES - XL,1,0,visible,,,taxable,parent,1,1,1,-,0.40,Talla XL: Cintura 82cm  ,,,-,549000,White Sands,,,falda larga con volantes.jpg                                                                               falda larga con volantes2.jpg,,Talla,XL,Color,Salmón - Azul Oscuro,,1,XLSalmón                                         XLAzul Oscuro
620204,variable,,,FALDA PAREO,1,0,visible,"Lavado en seco / Dry Clean - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.",Falda pareo de talle alto y cierre mediante nudo. Abertura frontal con detalle de volante. ,taxable,parent,1,(estampado),,,0.25,,,,60% OFF,379000,White Sands,,Envío Growbeats,falda pareo.jpg,,Talla,"S, M",Color,Estampado,1,1,
620204,variable,,,FALDA PAREO - S,1,0,visible,,,taxable,parent,1,3,-,-,0.25,Talla S: Cintura 68cm,,,60% OFF,379000,White Sands,,,falda pareo.jpg,,Talla,S,Color,Estampado,,1,S Estampado
620204,variable,,,FALDA PAREO - M,1,0,visible,,,taxable,parent,1,2,-,-,0.25,Talla M: Cintura 72cm,,,60% OFF,379000,White Sands,,,falda pareo.jpg,,Talla,M,Color,Estampado,,1,M Estampado
620195,variable,,,PANTALÓN ANUDADO CON PLIEGUES,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.",Pantalón de cintura alta y botas anchas. Plisado en la cintura y detalle atado. Cremallera semi-invisible en costado.,taxable,parent,1,(mostaza),,,0.30,,,,-,279000, Neoclassical Beauty,,Envío Growbeats,pantalón anudado con pliegues mostaza.jpg,,Talla,"14, 16",Color,Mostaza,1,1,
620195,variable,,,PANTALÓN ANUDADO CON PLIEGUES - 14,1,0,visible,,,taxable,parent,1,1,-,-,0.30,Talla 14: Cintura 92cm ,,,-,279000, Neoclassical Beauty,,,pantalón anudado con pliegues mostaza.jpg,,Talla,14,Color,Mostaza,,1,14 Mostaza
620195,variable,,,PANTALÓN ANUDADO CON PLIEGUES - 16,1,0,visible,,,taxable,parent,1,2,-,-,0.30,Talla 16: Cintura 98cm,,,-,279000, Neoclassical Beauty,,,pantalón anudado con pliegues mostaza.jpg,,Talla,16,Color,Mostaza,,1,16 Mostaza
620196,variable,,,PALAZZO CON PLIEGUE,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.",Pantalón fluido de talle alto con detalle de pliegues en la parte delantera. Botón y cremallera semi-invisible en espalda.,taxable,parent,1,(negro),(palo de rosa),(terracota),0.40,,,,-,362000, Neoclassical Beauty,,Envío Growbeats,palazzo con pliegue.jpg                                                        palazzo con pliegue2jpg,,Talla,10/06/2016,Color,Negro - Palo de Rosa - Terracota,1,1,
620196,variable,,,PALAZZO CON PLIEGUE - 6,1,0,visible,,,taxable,parent,1,1,0,0,0.40,"Talla 6 : Cintura 62cm  
",,,-,362000, Neoclassical Beauty,,,palazzo con pliegue.jpg                                                        palazzo con pliegue2jpg,,Talla,6,Color,Negro,,1,6 Negro
620196,variable,,,PALAZZO CON PLIEGUE - 10,1,0,visible,,,taxable,parent,1,2,0,0,0.40,Talla 10: Cintura 66cm,,,-,362000, Neoclassical Beauty,,,palazzo con pliegue.jpg                                                        palazzo con pliegue2jpg,,Talla,10,Color,Negro,,1,10Negro
620196,variable,,,PALAZZO CON PLIEGUE - 16,1,0,visible,,,taxable,parent,1,0,2,1,0.40,Talla 16: Cintura 96cm ,,,-,362000, Neoclassical Beauty,,,palazzo con pliegue.jpg                                                        palazzo con pliegue2jpg,,Talla,16,Color,Palo de Rosa - Terracota,,1,16 Palo de Rosa                                16 Terracota
65,variable,,,"ZAPATO DE TACÓN MEDIO, EN CUERO",1,0,visible,,Zapato de tacón grueso y de altura media. Punta puntiaguda. 100% Cuero.,taxable,parent,1,(negro/beige),,,0.50,,,,-,362000, Neoclassical Beauty,,Envío Growbeats,zapato de tacón medio en cuero.jpg                                                                          zapato de tacón medio en cuero2.jpg,,Talla,,Color,Negro/Beige,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610185,variable,,,BLUSA ANUDADA,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.","Blusa con corte recto, cuello en V, manga larga con puños abotonados y bajo asimétrico para anudar ó cruzar hacia espalda. Cierre mediante botonadura frontal. Botones en cristal Swarovski.",taxable,parent,1,(color taupe),,,0.20,,,,-,355000, Neoclassical Beauty,,Envío Growbeats,blusa anudada taupe.jpg                                                 blusa anudada taupe.2.jpg                           ,,Talla,"S, M , L",Color,Taupe,1,1,
610185,variable,,,BLUSA ANUDADA - L,1,0,visible,,,taxable,parent,1,3,-,-,0.20,Talla L:  Busto 100 / Cintura 92 ,,,-,355000, Neoclassical Beauty,,,blusa anudada taupe.jpg                                                 blusa anudada taupe.2.jpg,,Talla,L,Color,Taupe,,1,L Taupe
610185,variable,,,BLUSA ANUDADA - M,1,0,visible,,,taxable,parent,1,3,-,-,0.20,Talla M:  Busto 96 / Cintura 88 ,,,-,355000, Neoclassical Beauty,,,blusa anudada taupe.jpg                                                 blusa anudada taupe.2.jpg,,Talla,M,Color,Taupe,,1,M Taupe
610185,variable,,,BLUSA ANUDADA - S,1,0,visible,,,taxable,parent,1,5,-,-,0.20,Talla S: Busto 92 / Cintura 84,,,-,355000, Neoclassical Beauty,,,blusa anudada taupe.jpg                                                 blusa anudada taupe.2.jpg,,Talla,S,Color,Taupe,,1,S Taupe
610191,variable,,,BLUSA TRES VOLANTES EN MANGA,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.
",Top cuello barco. Manga larga con volantes. Cierre mediante cremallera semi-invisible en parte posterior.,taxable,parent,1,(color negro),,,0.20,,,,-,285000, Neoclassical Beauty,,Envío Growbeats,blusa tres volantes en manga.jpg                                                                    blusa tres volantes en manga2.jpg                                                           blusa tres volantes en manga3.jpg,,Talla,"S, M",Color,Negro,1,1,
610191,variable,,,BLUSA TRES VOLANTES EN MANGA - S,1,0,visible,,,taxable,parent,1,1,-,-,0.20,Talla S: Busto 86cm / Cintura 74cm  ,,,-,285000, Neoclassical Beauty,,,blusa tres volantes en manga.jpg                                                                    blusa tres volantes en manga2.jpg                                                           blusa tres volantes en manga3.jpg,,Talla,S,Color,Negro,,1,S Negro
610191,variable,,,BLUSA TRES VOLANTES EN MANGA - M,1,0,visible,,,taxable,parent,1,4,-,-,0.20,Talla M: Busto 90cm / Cintura 78cm ,,,-,285000, Neoclassical Beauty,,,blusa tres volantes en manga.jpg                                                                    blusa tres volantes en manga2.jpg                                                           blusa tres volantes en manga3.jpg,,Talla,M,Color,Negro,,1,M Negro
630261,variable,,,CHAQUETA ACOLCHADA,1,0,visible,"Lavado en seco / Dry Clean - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak ",Chaqueta acolchada. Silueta ajustada. Cuello de solapa con muesca. Cierre frontal con cintas para anudar.,taxable,parent,1,(color rojo),(color azul oscuro),,0.40,,,,-,485000, Neoclassical Beauty,,Envío Growbeats,chaqueta acolchada.jpg                                              chaqueta acolchada2.jpg                                                  chaqueta acolchada3.jpg,,Talla,"M, L",Color,Rojo - Azul Oscuro,1,1,
630261,variable,,,CHAQUETA ACOLCHADA - M,1,0,visible,,,taxable,parent,1,1,0,-,0.40,Talla M: Busto 94cm / 84cm ,,,-,485000, Neoclassical Beauty,,,chaqueta acolchada.jpg                                              chaqueta acolchada2.jpg                                                  chaqueta acolchada3.jpg,,Talla,M,Color,Rojo - Azul Oscuro,,1,M Rojo
630261,variable,,,CHAQUETA ACOLCHADA - L,1,0,visible,,,taxable,parent,1,0,1,-,0.40,Talla L: Busto 98cm / 88cm,,,-,485000, Neoclassical Beauty,,,chaqueta acolchada.jpg                                              chaqueta acolchada2.jpg                                                  chaqueta acolchada3.jpg,,Talla,L,Color,Rojo - Azul Oscuro,,1,L Azul Oscuro
